reference	text
Philippians 4:8	Finally, brothers and sisters, whatever things are true, whatever things are honorable, whatever things are just, whatever things are pure, whatever things are lovely, whatever things are of good report; if there is any virtue, and if there is any praise, think about these things.
Philippians 4:9	The things which you learned, received, heard, and saw in me: do these things, and the God of peace will be with you.
Philippians 4:10	But I rejoice in the Master greatly, that now at length you have revived your thought for me; in which you did indeed take thought, but you lacked opportunity.
Philippians 4:11	Not that I speak in respect to lack, for I have learned in whatever state I am, to be content in it.
Philippians 4:12	I know how to be humbled, and I know also how to abound. In everything and in all things I have learned the secret both to be filled and to be hungry, both to abound and to be in need.
Philippians 4:13	I can do all things through Messiah, who strengthens me.
Philippians 4:14	However you did well that you shared in my affliction.
Philippians 4:15	You yourselves also know, you Philippians, that in the beginning of the good news, when I departed from Makedonia, no assembly shared with me in the matter of giving and receiving but you only.
Philippians 4:16	For even in Thessalonike you sent once and again to my need.
Philippians 4:17	Not that I seek for the gift, but I seek for the fruit that increases to your account.
Philippians 4:18	But I have all things, and abound. I am filled, having received from Epaphroditos the things that came from you, a sweet-smelling fragrance, an acceptable and well-pleasing sacrifice to God.
Philippians 4:19	my God will supply every need of yours according to God’s riches in glory in Messiah Yeshua.
Philippians 4:20	Now to our God and Cosmic Parent be the glory forever and ever! Amen.
Philippians 4:21	Greet every saint in Messiah Yeshua. The brothers and sisters who are with me greet you.
Philippians 4:22	All the saints greet you, especially those who are of Caesar's household.
Philippians 4:23	The grace of Master Yeshua the Messiah be with you all. Amen.
Colossians 1:1	Shaul, an emissary of Messiah Yeshua through the will of God, and Timotheos our brother,
Colossians 1:2	to the saints and faithful brothers and sisters in Messiah at Kolosai: Grace to you and peace from God our Cosmic Parent, and Master Yeshua the Messiah.
Colossians 1:3	We give thanks to God the Cosmic Parent of our Master Yeshua the Messiah, praying always for you,
Colossians 1:4	having heard of your faith in Messiah Yeshua, and of the love which you have toward all the saints,
Colossians 1:5	because of the hope which is laid up for you in the heavens, of which you heard before in the word of the truth of the good news,
Colossians 1:6	which has come to you; even as it is in all the world and is bearing fruit and growing, as it does in you also, since the day you heard and knew the grace of God in truth;
Colossians 1:7	even as you learned of Epaphras our beloved fellow servant, who is a faithful servant of Messiah on our behalf,
Colossians 1:8	who also declared to us your love in the Ruach.
Colossians 1:9	For this cause, we also, since the day we heard this, don't cease praying and making requests for you, that you may be filled with the knowledge of his will in all spiritual wisdom and understanding,
Colossians 1:10	that you may walk worthily of the Master, to please him in all respects, bearing fruit in every good work, and increasing in the knowledge of God;
Colossians 1:11	strengthened with all power, according to the might of his glory, for all endurance and perseverance with joy;
Colossians 1:12	giving thanks to the Cosmic Parent, who made us fit to be partakers of the inheritance of the saints in light;
Colossians 1:13	who delivered us out of the power of darkness, and translated us into the Reign of the Son of the Cosmic Parent’s love;
Colossians 1:14	in whom we have our redemption, the forgiveness of our sins;
Colossians 1:15	who is the image of the invisible God, the firstborn of all creation.
Colossians 1:16	For by him all things were created, in the heavens and on the earth, things visible and things invisible, whether thrones or dominions or principalities or powers; all things have been created through him, and for him.
Colossians 1:17	He is before all things, and in him all things are held together.
Colossians 1:18	He is the head of the body, the assembly, who is the beginning, the firstborn from the dead; that in all things he might have the preeminence.
Colossians 1:19	For all the fullness was pleased to dwell in him;
Colossians 1:20	and through him to reconcile all things to himself, by him, whether things on the earth, or things in the heavens, having made peace through the blood of his cross.
Colossians 1:21	You, being in past times alienated and enemies in your mind in your works of unripeness,
Colossians 1:22	yet now he has reconciled in the body of his flesh through death, to present you holy and without blemish and blameless before him,
Colossians 1:23	if it is so that you continue in the faith, grounded and steadfast, and not moved away from the hope of the good news which you heard, which is being proclaimed in all creation under heaven; of which I, Shaul, was made a servant.
Colossians 1:24	Now I rejoice in my sufferings for your sake, and fill up on my part that which is lacking of the afflictions of Messiah in my flesh for his body's sake, which is the assembly;
Colossians 1:25	of which I was made a servant, according to the stewardship of God which was given me toward you, to fulfill the word of God,
Colossians 1:26	the mystery which has been hidden for ages and generations. But now it has been revealed to his saints,
Colossians 1:27	to whom God was pleased to make known what are the riches of the glory of this mystery among the Gentiles, which is Messiah in you, the hope of glory;
Colossians 1:28	whom we proclaim, admonishing everyone and teaching everyone in all wisdom, that we may present everyone perfect in Messiah Yeshua;
Colossians 1:29	for which I also labor, striving according to his working, which works in me mightily.
Colossians 2:1	For I desire to have you know how greatly I struggle for you, and for those at Laodicea, and for as many as have not seen my face in the flesh;
